Filename,Cycle Number,R1,R2,CPE2_0,CPE2_1,R3,CPE3_0,CPE3_1,CPE4_0,CPE4_1,R4,Mean Residual (%),W
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_01_PEIS_C04.mpt,1.0,16.86094771520665,19.365560849411168,0.0002334036388938,0.5473068460025825,226.446297628108,0.008394762382943,0.7652861208093106,0.0244951084665397,0.7676681164828074,346.17599925236016,-529.7478084849047,
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_01_PEIS_C04.mpt,2.0,28.21326006273872,48.80261848336118,0.1568364635652457,0.7398730988276547,17.3297009629103,0.0002466177979187,0.5472676168505647,0.0071511966889914,0.8074637781590033,42.80057330051521,-0.0561610420435034,1.0476100498835441e-19
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_01_PEIS_C04.mpt,3.0,33.82116374690867,15.185137248623231,0.4519725159004557,0.7807074311590114,16.253223193524967,0.0002696724593127,0.5512405613169081,0.0071502264439751,0.8378728401757939,16.092417406624982,-0.0122272131255559,1.2120750558371205
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_01_PEIS_C04.mpt,4.0,3.633195147446293,17.79976869951032,0.0100234910321679,0.3670385763262088,33.70208467324886,1.4839724387023907e-06,0.0247289774165361,1.8058760189995177e-05,0.8203113619685806,7.382930046130432,-0.0252362949674845,2.12758713523766
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_01_PEIS_C04.mpt,5.0,3.0349709387234327,57.01449805775211,7.004926369587559,0.2761620807626938,31.907728970574563,2.861494075382456e-09,0.0227497032042776,0.0022585695566192,0.3458485325673224,21.44469600169425,-0.0325238066586228,2.011714144023521
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_01_PEIS_C04.mpt,6.0,2.548217669717633,3.421127710709421,2.1035128615096284,1.0,41.24255411138158,0.0035181507609572,4.7066059510322296e-34,0.0017245840271597,0.3923233254215351,18.005056887139634,-0.0139455884674128,1.351827303766674
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_01_PEIS_C04.mpt,7.0,5.565014906737526,3.41573892754433,2.360035139886276,1.0,15.647882491718196,0.0014763438686197,0.4245095347460495,0.0001633070018259,8.97359439238966e-35,35.26760889688912,-0.0080753722744867,1.2952423601303251
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_01_PEIS_C04.mpt,8.0,2.370377000031749,14.782307181291907,0.0015070931648595,0.4235073995885638,31.756057522831085,0.0018312324698422,1.863647531060584e-36,2.66667153991672,1.0,3.529300227731809,-0.0055419546871265,1.2216672433245934
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_01_PEIS_C04.mpt,9.0,2.073022157108222,14.896290977481463,2.342873082761247e-37,0.8064138814087496,33.51235374868506,0.0304125865495031,2.7216248560861685e-17,0.0014648298888702,0.4418679983663005,13.438294985869732,-0.0073118112926931,1.79639095344739
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_01_PEIS_C04.mpt,10.0,1.7032832340979571,12.18309229170402,6.5699405251430625e-09,3.6019013498815587e-10,32.39403810345518,0.0194073003170131,3.0818278765806045e-26,0.0018244481166394,0.4307983887864618,13.121004793798756,-0.0050893855948773,1.7962863495697616
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_01_PEIS_C04.mpt,11.0,2.0559315134676046,10.370729440520634,1.642440981890707e-25,0.2208207296006387,26.87759954561736,0.0097638865272194,2.561207999197606e-21,0.0022444036828321,0.415420685193831,13.0838413729318,-0.0031954723124939,1.7975512422879518
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_01_PEIS_C04.mpt,12.0,9.194072931058203,13.538574421343103,0.002709852448941,0.3903277403285389,22.90533200627481,5.753652018489478e-09,2.273900461471604e-05,0.2093285877259592,0.0789924305809696,2.433252507608827e-06,0.0034707996735992,1.7875630226960852
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_07_PEIS_C04.mpt,1.0,3.754700842370585,9.808281950426268,0.0034002327824944,0.4955983640611903,29.903823015789524,3.417518063726872e-06,0.0059302847284057,9.659504582879406e-06,0.8835909969243404,3.544158637300914,-0.0099674741384192,2.0161990077365344
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_07_PEIS_C04.mpt,2.0,19.072799397929543,2.778539703858151,3.1202001858876523e-06,0.9958597718424128,14.63726055617362,7.705856903919237e-09,0.0034833548096015,0.0032828026459245,0.4698434038390051,10.965561804180368,-0.0103566677167346,2.037516586969657
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_07_PEIS_C04.mpt,3.0,8.63387902895841,17.995295422661343,0.0042078655828928,0.3162398761524033,22.81480733542957,2.1303934896998849e-07,1.2216008449450514e-21,1.7892296314319804,1.0,5.212486362686353,0.0019825777234455,1.2260084188244968
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_07_PEIS_C04.mpt,4.0,31.76184322240596,2.988818026938501,1.95279977018134e-06,0.9999999998488834,8.837969650113136e-06,0.2134100664415877,0.0073377873315805,0.0060976142656478,0.3614615362455048,15.69908997391501,-0.0070823700771899,2.448594150241628
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_07_PEIS_C04.mpt,5.0,12.10826129513614,20.26905076622983,0.8190048401026659,0.9880794866382612,26.196040445314203,1.3521727596840375e-10,2.020063049600065e-08,0.0157394809447881,0.1546022080092813,56.01569848344692,-0.0035692292708655,1.1595054893899864e-11
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_07_PEIS_C04.mpt,6.0,41.51812295746517,13.445364599464742,0.7021775063165859,1.0,15.681174655598904,0.0009197979929779,0.4351692669530857,0.0074955992282127,0.8619784608001075,22.636071510511258,0.0293629089757998,4.734606734560426
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_07_PEIS_C04.mpt,7.0,37.64952498238991,182.4280121511149,0.0357455653328762,0.7034432847370571,16.625215182951244,0.0004388079752496,0.4873598584989583,0.0078072662733829,0.8012400074243674,86.93816081603794,0.0767388567165787,0.8782829099076647
BL-LL-CV01_EIS_STAIR_RT_05_CP_C03_07_PEIS_C04.mpt,9.0,42.40221046200783,3470.997560376032,0.0059590016023077,0.7620238558006054,0.5131550551279491,1947.429658790112,0.3114067724813524,0.000361346816283,0.4999261120821185,19.77144355331363,-1.4950438492262694,6.372919451834464
BL-LL-CV01_EIS_STAIR_RT_10Cycle_C4_01_PEIS_C02.mpt,1.0,26.59330001630706,219.604438224892,0.0063982307642928,0.7100010655976675,90.10276285887504,6.401677087236764e-05,0.7026806802741019,0.0891927784839984,1.0,108.95138266183196,-0.7688347828542742,7.501697816160343e-36
BL-LL-CV01_EIS_STAIR_RT_10Cycle_C4_01_PEIS_C02.mpt,2.0,16.414516466424356,16.495946966762727,0.0001118069434737,0.5452137274201764,40.26799586912387,2.910012949116573e-05,0.9022512231048548,0.0085210523342589,0.5413509604927512,88.20397470035012,-0.0031976888360958,3.0881530923212988
BL-LL-CV01_EIS_STAIR_RT_10Cycle_C4_01_PEIS_C02.mpt,3.0,16.24538315287425,17.08893088272881,3.0773637876655486e-05,0.9836070466740584,13.964794111178724,0.000101733001239,0.5614700011281157,0.0121780478643345,0.3477942212520772,54.275582605217686,0.0106696413633669,2.4565729472830578
BL-LL-CV01_EIS_STAIR_RT_10Cycle_C4_01_PEIS_C02.mpt,4.0,2.762516347026348,8.667195347370695,4.859939729915869e-05,1.0,89.04309579299681,0.0074285792929131,0.1346651270581552,0.7922112918633729,0.9485601258068952,15.530642422912008,-0.0081770462140442,5.787962974591756e-13
BL-LL-CV01_EIS_STAIR_RT_10Cycle_C4_01_PEIS_C02.mpt,5.0,7.791980661875055,6.336841939442457,6.820374103061523e-05,1.0,52.61276380792059,0.0051777158910106,0.1863063879965366,0.5619212748048635,0.8707389389389022,17.981373673122512,0.0123387431548154,0.1390215204259595
BL-LL-CV01_EIS_STAIR_RT_10Cycle_C4_01_PEIS_C02.mpt,6.0,8.522017290452375,5.21593290675454,8.712648295126796e-05,1.0,43.156439857604745,0.0045788256728781,0.2060990553150237,0.5868358639493463,0.8618006977172186,16.70345013794507,0.0152547510133172,0.3171312773454467
BL-LL-CV01_EIS_STAIR_RT_10Cycle_C4_01_PEIS_C02.mpt,7.0,9.860224109493403,37.99472931988685,0.0044874944749022,0.2176007006012791,13.54729954863997,0.7431356877884022,0.8857088349116957,0.0001047824494276,1.0,4.391016836637236,0.0204211489861267,0.6566375266510719
